"Player","Tm","Pos",".5 PPR Pts","Pa Com","Pa Att","Pa Yds","Pa TDs","INT","Sk","PaFD","Pa300","Pa40 TD","Ru Att","Ru Yds","Ru TDs","RuFD","Ru100","Ru40 TD","Tar","Rec","Re Yds","Re TDs","ReFD","Re100","Re40 TD","Fum","Auct $"
"Ricky Pearsall","SF","WR","82.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","19.8","0.0","1.1","0.0","0.0","53.3","33.6","425.5","3.5","18.7","1.0","0.5","0.3","0"
"Chigoziem Okonkwo","TEN","TE","85.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","3.3","0.0","0.4","0.0","0.0","67.9","45.9","480.8","2.2","21.1","0.6","0.4","0.4","0"
"Dameon Pierce","HOU","RB","69.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","117.8","431.8","2.7","19.7","0.9","0.2","8.8","7.2","45.7","0.3","2.2","0.0","0.0","0.9","0"
"Ray Davis","BUF","RB","69.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","99.2","395.0","1.9","18.0","0.9","0.1","15.2","11.7","85.2","0.5","3.9","0.0","0.1","0.8","0"
"Noah Fant","SEA","TE","81.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.4","40.4","432.4","2.8","19.0","0.5","0.5","0.4","0"
"Troy Franklin","DEN","WR","80.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.1","35.3","469.3","2.5","20.6","1.0","0.5","0.3","0"
"Cade Otton","TB","TE","79.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","59.6","39.4","401.9","3.2","17.7","0.5","0.5","0.4","0"
"Kimani Vidal","LAC","RB","67.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73.3","296.9","1.6","13.6","0.5","0.1","22.7","18.2","131.3","0.8","5.9","0.0","0.2","0.7","0"
"Roschon Johnson","CHI","RB","66.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61.8","261.7","2.2","12.1","0.4","0.1","23.6","17.7","129.0","0.7","5.8","0.0","0.2","0.6","0"
"Roman Wilson","PIT","WR","79.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7","34.1","0.0","1.8","0.0","0.0","57.5","35.0","452.9","2.2","20.0","0.9","0.4","0.4","0"
"Jalin Hyatt","NYG","WR","77.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","3.9","0.0","0.4","0.0","0.0","55.7","33.4","465.5","2.2","20.5","1.0","0.4","0.3","0"
"Kenneth Gainwell","PHI","RB","66.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","62.8","277.9","1.5","12.8","0.5","0.1","25.1","19.3","134.9","0.9","6.0","0.0","0.2","0.6","0"
"Odell Beckham Jr.","MIA","WR","76.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","5.3","0.0","0.4","0.0","0.0","56.4","31.6","438.2","2.6","19.3","1.0","0.4","0.3","0"
"Justice Hill","BAL","RB","64.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.8","244.2","2.0","11.2","0.4","0.1","24.9","18.6","142.7","0.8","6.4","0.0","0.2","0.6","0"
"Juwan Johnson","NO","TE","79.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54.5","35.5","389.4","3.6","17.1","0.5","0.5","0.3","0"
"Tyrone Tracy Jr.","NYG","RB","63.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","81.1","327.6","2.1","15.0","0.7","0.1","17.3","13.6","92.9","0.3","4.2","0.0","0.0","0.7","0"
"Malachi Corley","NYJ","WR","75.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.3","25.4","0.0","1.3","0.0","0.0","50.2","35.0","392.1","2.6","17.2","0.9","0.4","0.4","0"
"Alexander Mattison","LV","RB","60.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","89.1","345.0","2.2","15.7","0.8","0.1","11.1","8.5","60.3","0.4","2.8","0.0","0.1","0.7","0"
"Andrei Iosivas","CIN","WR","75.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","7.0","0.0","0.6","0.0","0.0","40.1","25.6","276.9","5.6","12.3","0.3","0.7","0.3","0"
"Luke McCaffrey","WAS","WR","74.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","21.5","0.0","1.2","0.0","0.0","57.2","35.1","418.5","2.1","18.4","0.8","0.4","0.4","0"
"Bucky Irving","TB","RB","60.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.0","275.3","1.6","12.6","0.6","0.1","20.4","15.3","109.6","0.7","4.9","0.0","0.2","0.6","0"
"Jonnu Smith","MIA","TE","70.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6","2.6","0.0","0.4","0.0","0.0","49.5","34.4","393.2","2.3","17.4","0.4","0.4","0.3","0"
"AJ Dillon","GB","RB","59.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","80.9","328.2","2.2","15.1","0.5","0.1","12.3","9.8","67.1","0.2","3.2","0.0","0.0","0.7","0"
"Jermaine Burton","CIN","WR","73.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","6.7","0.0","0.5","0.0","0.0","51.4","33.6","401.9","2.5","17.7","1.0","0.4","0.3","0"
"Cedric Tillman","CLE","WR","73.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57.3","34.1","423.8","2.1","18.7","0.6","0.4","0.3","0"
"Jamaal Williams","NO","RB","58.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.5","305.1","2.0","14.0","0.6","0.1","16.3","13.4","74.7","0.3","3.4","0.0","0.0","0.7","0"
"Miles Sanders","CAR","RB","55.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","94.3","370.0","1.9","17.0","0.7","0.1","7.9","5.4","37.9","0.1","1.9","0.0","0.0","0.7","0"
"Clyde Edwards-Helaire","KC","RB","54.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","59.3","230.9","1.2","10.6","0.5","0.1","19.2","14.4","122.4","0.7","5.5","0.0","0.2","0.6","0"
"Mike Gesicki","CIN","TE","68.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.3","33.5","349.3","2.6","15.4","0.3","0.4","0.3","0"
"Jalen Tolbert","DAL","WR","71.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.8","0.0","0.4","0.0","0.0","56.2","33.1","412.9","2.0","18.2","0.9","0.4","0.3","0"
"Tank Bigsby","JAC","RB","50.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","63.9","243.7","1.9","11.2","0.5","0.1","13.7","10.5","67.0","0.3","3.1","0.0","0.0","0.6","0"
"Samaje Perine","DEN","RB","49.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.9","93.4","0.7","4.4","0.1","0.0","29.2","23.5","188.9","0.7","8.4","0.0","0.2","0.4","0"
"Ben Sinnott","WAS","TE","66.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","33.3","353.4","2.4","15.6","0.4","0.4","0.3","0"
"Alec Pierce","IND","WR","70.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","6.6","0.0","0.7","0.0","0.0","51.7","27.1","410.7","2.3","18.2","0.4","0.5","0.3","0"
"Royce Freeman","DAL","RB","48.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.5","105.7","0.9","6.3","0.0","0.0","37.3","24.8","192.5","0.0","9.5","0.0","0.0","0.5","0"
"Isaiah Likely","BAL","TE","64.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.8","25.9","306.8","3.4","13.6","0.3","0.5","0.2","0"
"D'Onta Foreman","CLE","RB","47.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","59.7","227.1","2.4","10.5","0.4","0.2","7.9","6.8","44.8","0.3","2.1","0.0","0.0","0.5","0"
"K.J. Osborn","NE","WR","68.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7","10.1","0.0","0.9","0.0","0.0","50.1","31.3","367.1","2.6","16.3","0.3","0.5","0.3","0"
"Greg Dulcich","DEN","TE","61.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","50.7","32.0","329.0","2.1","14.6","0.2","0.4","0.3","0"
"Keaton Mitchell","BAL","RB","45.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","216.2","1.4","10.0","0.4","0.1","10.2","7.8","69.2","0.6","3.2","0.0","0.1","0.4","0"
"Trey Palmer","TB","WR","69.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","17.2","0.0","1.0","0.0","0.0","52.2","31.0","353.5","2.6","15.6","0.7","0.4","0.3","0"
"Jelani Woods","IND","TE","58.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.2","26.8","330.1","2.0","14.6","0.3","0.4","0.3","0"
"Deuce Vaughn","DAL","RB","44.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.9","130.7","1.2","6.1","0.1","0.1","18.1","14.1","107.8","0.9","4.9","0.0","0.2","0.4","0"
"Zach Ertz","WAS","TE","58.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","49.0","30.6","307.6","2.0","13.6","0.2","0.4","0.3","0"
"Tucker Kraft","GB","TE","57.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.6","29.8","307.1","1.9","13.6","0.3","0.3","0.3","0"
"Josh Reynolds","DEN","WR","67.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.2","20.8","0.0","1.2","0.0","0.0","47.0","28.2","377.9","2.1","16.7","0.6","0.4","0.3","0"
"Will Shipley","PHI","RB","44.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.6","180.0","1.2","8.4","0.2","0.1","15.2","12.2","89.4","0.6","4.1","0.0","0.2","0.4","0"
"Tre Tucker","LV","WR","62.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.6","41.3","0.0","2.1","0.0","0.0","40.7","24.4","333.5","2.1","14.7","0.6","0.4","0.3","0"
"Michael Mayer","LV","TE","57.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.5","28.0","311.0","1.9","13.7","0.3","0.4","0.3","0"
"Trey Sermon","IND","RB","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60.5","257.4","1.3","11.8","0.5","0.1","9.7","7.5","53.6","0.0","2.5","0.0","0.0","0.5","0"
"Dawson Knox","BUF","TE","56.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.7","25.6","264.3","2.8","11.7","0.2","0.4","0.2","0"
"Jonathan Mingo","CAR","WR","60.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","8.4","0.0","0.6","0.0","0.0","48.1","28.0","337.1","2.0","14.9","0.5","0.4","0.3","0"
"A.T. Perry","NO","WR","58.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.8","19.9","295.7","3.0","13.1","0.5","0.4","0.2","0"
"Dylan Laube","LV","RB","43.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33.9","130.0","0.8","6.4","0.0","0.0","27.6","20.0","148.6","0.0","6.9","0.0","0.0","0.4","0"
"Hayden Hurst","LAC","TE","56.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.0","30.0","274.6","2.2","12.1","0.3","0.4","0.3","0"
"Pierre Strong Jr.","CLE","RB","41.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.5","207.2","1.9","9.8","0.0","0.1","12.6","7.5","57.3","0.0","2.8","0.0","0.0","0.4","0"
"Jalen McMillan","TB","WR","55.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1","20.9","0.0","1.2","0.0","0.0","44.2","27.4","284.6","1.9","12.6","0.4","0.3","0.3","0"
"Ray-Ray McCloud","ATL","WR","54.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.3","58.6","0.0","2.8","0.0","0.0","34.5","24.3","257.0","1.8","11.3","0.5","0.3","0.3","0"
"Zay Jones","ARI","WR","53.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1","7.5","0.0","0.6","0.0","0.0","43.4","26.1","298.7","1.6","13.2","0.3","0.3","0.3","0"
"Javon Baker","NE","WR","53.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.7","17.1","0.0","1.0","0.0","0.0","35.5","22.2","283.4","2.0","12.5","0.4","0.4","0.2","0"
"Colby Parkinson","LA","TE","55.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.2","26.8","274.8","2.4","12.2","0.2","0.4","0.3","0"
"Nelson Agholor","BAL","WR","52.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","4.4","0.0","0.4","0.0","0.0","33.7","21.7","265.8","2.4","11.7","0.5","0.4","0.2","0"
"Chris Rodriguez","WAS","RB","41.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.6","192.0","1.6","8.9","0.3","0.1","11.8","8.9","58.4","0.3","2.7","0.0","0.0","0.4","0"
"Treylon Burks","TEN","WR","49.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.3","17.6","0.0","1.0","0.0","0.0","30.3","17.2","282.4","1.8","12.5","0.5","0.3","0.2","0"
"Eric Gray","NYG","RB","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.8","161.9","1.3","7.5","0.2","0.1","15.1","11.6","77.7","0.3","3.6","0.0","0.0","0.4","0"
"Theo Johnson","NYG","TE","55.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.6","30.6","303.3","1.4","13.5","0.1","0.3","0.3","0"
"Audric Estime","DEN","RB","38.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.6","215.3","2.0","10.0","0.3","0.1","4.8","3.8","24.4","0.1","1.2","0.0","0.0","0.4","0"
"Jauan Jennings","SF","WR","48.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2","7.1","0.0","0.6","0.0","0.0","35.6","21.4","278.1","1.5","12.3","0.2","0.3","0.2","0"
"Deneric Prince","KC","RB","36.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.9","25.9","168.8","1.2","9.6","0.0","0.0","0.3","0"
"Noah Brown","HOU","WR","47.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","2.4","0.0","0.3","0.0","0.0","32.4","19.0","288.1","1.5","12.7","0.5","0.3","0.2","0"
"Will Dissly","LAC","TE","51.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.4","27.1","254.6","2.1","11.3","0.1","0.4","0.3","0"
"Tyler Higbee","LA","TE","49.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.8","26.1","268.5","1.6","11.8","0.3","0.3","0.2","0"
"D'Ernest Johnson","JAC","RB","37.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","53.9","210.1","1.0","9.8","0.3","0.1","8.0","6.5","47.3","0.2","2.3","0.0","0.0","0.5","0"
"Kalif Raymond","DET","WR","46.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.8","28.0","0.0","1.4","0.0","0.0","27.9","19.8","244.2","1.5","10.8","0.5","0.3","0.2","0"
"Daniel Bellinger","NYG","TE","47.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.8","26.5","264.9","1.3","11.7","0.3","0.3","0.2","0"
"Jordan Mason","SF","RB","37.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.4","118.7","0.8","6.3","0.0","0.0","20.6","16.5","117.3","0.0","5.8","0.0","0.0","0.4","0"
"Malik Washington","MIA","WR","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9","18.3","0.0","1.1","0.0","0.0","36.4","21.4","260.6","1.2","11.6","0.2","0.3","0.2","0"
"Tutu Atwell","LA","WR","46.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.8","16.3","0.0","1.0","0.0","0.0","34.3","20.2","268.4","1.2","11.9","0.4","0.3","0.2","0"
"Chase Edmonds","TB","RB","37.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.3","158.5","0.9","7.4","0.2","0.1","13.9","10.9","79.3","0.3","3.6","0.0","0.0","0.4","0"
"Kadarius Toney","KC","WR","46.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.7","70.5","0.0","3.6","0.0","0.0","29.3","21.0","198.5","1.4","8.9","0.0","0.3","0.3","0"
"Noah Gray","KC","TE","46.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.6","22.4","242.3","1.8","10.7","0.2","0.3","0.2","0"
"Cordarrelle Patterson","PIT","RB","37.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","39.2","154.9","1.2","7.3","0.0","0.1","15.4","10.8","82.4","0.0","3.8","0.0","0.0","0.4","0"
"Rasheen Ali","BAL","RB","36.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.4","148.9","1.3","7.1","0.0","0.1","11.1","9.5","64.0","0.3","3.0","0.0","0.0","0.4","0"
"John Metchie III","HOU","WR","44.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","23.8","0.0","1.9","0.0","0.0","34.2","21.4","237.7","1.3","10.9","0.0","0.0","0.2","0"
"Ja'Tavion Sanders","CAR","TE","46.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.4","22.1","228.7","2.0","10.1","0.2","0.3","0.2","0"
"Robert Woods","HOU","WR","44.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","24.2","0.4","1.6","0.0","0.0","34.1","21.6","220.2","1.1","10.0","0.0","0.3","0.2","0"
"Michael Carter","ARI","RB","32.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.0","139.8","1.0","6.6","0.0","0.1","11.9","8.6","54.4","0.2","2.6","0.0","0.0","0.3","0"
"Tim Patrick","DEN","WR","43.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","22.5","262.3","1.0","11.6","0.2","0.3","0.2","0"
"Israel Abanikanda","NYJ","RB","30.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38.9","154.9","1.0","7.2","0.2","0.1","7.9","6.3","44.4","0.1","2.1","0.0","0.0","0.3","0"
"Gerald Everett","CHI","TE","44.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.4","0.0","0.0","34.7","24.8","222.6","1.6","9.9","0.1","0.3","0.3","0"
"Donovan Peoples-Jones","DET","WR","41.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","5.7","0.0","0.6","0.0","0.0","31.6","18.1","240.6","1.2","10.7","0.0","0.3","0.2","0"
"Parris Campbell","PHI","WR","40.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.8","3.9","0.0","0.4","0.0","0.0","30.9","20.2","210.7","1.3","9.3","0.3","0.2","0.2","0"
"Isaac Guerendo","SF","RB","29.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.2","118.9","1.0","5.5","0.2","0.1","9.2","7.4","56.9","0.3","2.6","0.0","0.1","0.3","0"
"Bo Melton","GB","WR","39.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","7.5","0.0","0.6","0.0","0.0","30.2","18.9","230.7","1.0","10.2","0.2","0.2","0.2","0"
"Evan Hull","IND","RB","29.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.8","109.0","0.5","5.1","0.1","0.0","12.8","9.3","68.8","0.5","3.1","0.0","0.1","0.3","0"
"Tanner Hudson","CIN","TE","40.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.6","21.0","202.5","1.6","9.0","0.2","0.3","0.2","0"
"Ronnie Rivers","LA","RB","27.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.7","110.1","0.9","5.2","0.0","0.1","9.2","7.4","53.7","0.2","2.5","0.0","0.0","0.3","0"
"Allen Lazard","NYJ","WR","39.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4","2.9","0.0","0.5","0.0","0.0","25.8","15.5","212.2","1.5","9.5","0.0","0.3","0.2","0"
"Isaiah Spiller","LAC","RB","26.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.2","113.5","1.0","5.4","0.0","0.1","9.1","7.3","51.8","0.0","2.5","0.0","0.0","0.3","0"
"Calvin Austin III","PIT","WR","38.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","42.8","0.0","2.1","0.0","0.0","30.4","18.2","199.6","0.9","8.8","0.2","0.2","0.2","0"
"Foster Moreau","NO","TE","39.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.1","19.5","206.1","1.4","9.4","0.0","0.4","0.2","0"
"Skyy Moore","KC","WR","38.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7","22.5","0.0","1.5","0.0","0.0","28.7","16.7","204.8","1.2","9.2","0.0","0.3","0.2","0"
"Craig Reynolds","DET","RB","26.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0","134.3","0.8","6.3","0.1","0.1","7.2","5.4","37.9","0.2","1.8","0.0","0.0","0.3","0"
"Cam Akers","HOU","RB","25.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.3","188.5","1.1","8.9","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0"
"Devontez Walker","BAL","WR","38.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","6.7","0.0","0.5","0.0","0.0","23.5","14.9","207.7","1.5","9.2","0.2","0.3","0.2","0"
"Malik Davis","DAL","RB","25.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.3","119.9","0.9","5.7","0.0","0.1","6.8","5.1","39.2","0.2","1.9","0.0","0.0","0.3","0"
"Salvon Ahmed","MIA","RB","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.2","57.4","0.4","2.9","0.0","0.0","14.4","10.9","82.0","0.5","3.8","0.0","0.0","0.2","0"
"Tommy Tremble","CAR","TE","38.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.6","17.7","176.3","1.9","7.9","0.0","0.3","0.2","0"
"Jeff Wilson Jr.","MIA","RB","24.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.8","156.1","1.5","7.5","0.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0"
"Dyami Brown","WAS","WR","37.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.4","19.2","0.0","1.3","0.0","0.0","27.5","15.5","200.3","1.2","9.0","0.0","0.3","0.2","0"
"Trayveon Williams","CIN","RB","24.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.9","110.9","0.5","5.2","0.0","0.0","10.0","7.5","52.1","0.2","2.4","0.0","0.0","0.3","0"
"Xavier Hutchinson","HOU","WR","36.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","19.2","0.0","1.2","0.0","0.0","25.5","17.0","190.9","1.1","8.6","0.0","0.3","0.2","0"
"Kylen Granson","IND","TE","36.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.5","18.0","207.3","0.9","9.2","0.1","0.2","0.2","0"
"Emari Demercado","ARI","RB","23.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.1","88.4","0.5","4.1","0.1","0.0","10.3","8.3","56.2","0.2","2.5","0.0","0.1","0.2","0"
"Isaiah Davis","NYJ","RB","23.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.6","119.8","0.8","5.6","0.1","0.1","5.3","4.3","30.3","0.1","1.5","0.0","0.0","0.3","0"
"Brevin Jordan","HOU","TE","35.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.4","15.8","179.5","1.5","8.0","0.0","0.3","0.2","0"
"Kavontae Turpin","DAL","WR","36.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","51.1","0.4","2.5","0.0","0.0","21.9","13.1","150.4","1.1","6.7","0.1","0.2","0.2","0"
"Jeremy Ruckert","NYJ","TE","34.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.3","17.7","185.1","1.0","8.2","0.1","0.2","0.2","0"
"Van Jefferson","PIT","WR","35.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.9","5.2","0.0","0.3","0.0","0.0","28.7","15.8","207.7","1.0","9.1","0.5","0.2","0.2","0"
